Histo2d 
sCurve-0
Vcal
Occupancy
Number of pixels
61 -2.5 302.5
49 0.5 49.5
0 337154
2 4 3 5 6 1 4 4 3 0 1 7 7 12 7 6 5 3 7 8 3 5 10 5 10 12 21 21 16 33 44 64 91 153 248 453 738 847 727 804 412 67 33 28 17 12 19 18 10 8 14 12 16 15 11 5 8 9 8 8 6 
4 5 4 3 2 6 5 2 5 4 8 3 6 3 4 8 3 9 11 4 6 13 6 8 4 7 10 9 15 24 35 56 81 110 162 321 646 769 735 824 471 82 22 17 24 17 14 9 14 12 9 9 13 7 8 7 10 16 4 9 11 
4 3 5 5 4 5 3 4 4 2 5 4 4 4 2 5 6 5 5 7 10 10 5 4 6 11 12 13 15 23 29 40 66 102 144 289 546 799 783 827 552 96 25 19 22 19 16 13 9 11 14 9 8 11 7 14 6 7 7 11 5 
3 3 3 5 5 6 6 4 3 2 2 1 3 2 3 4 0 3 5 5 7 3 4 2 7 2 4 8 11 15 26 38 51 76 108 250 439 671 815 842 612 138 32 24 26 13 14 14 10 5 7 11 9 8 7 8 9 7 6 7 7 
3 2 1 3 0 3 4 7 5 3 4 5 0 3 2 2 3 6 3 2 6 3 4 3 5 5 11 5 11 18 13 22 40 47 98 190 366 660 758 821 678 133 35 23 20 11 11 17 11 7 10 10 9 6 5 12 8 3 8 3 6 
3 4 4 2 2 2 2 1 4 2 2 3 5 3 4 6 5 1 5 9 5 8 4 4 4 3 8 10 6 9 12 15 23 41 80 122 320 544 735 889 747 193 42 27 14 18 17 14 13 9 5 10 9 12 9 7 4 8 7 4 5 
5 0 2 1 5 0 1 4 5 1 3 4 3 0 4 0 4 2 1 2 2 1 2 7 5 7 6 7 18 12 18 12 22 34 58 93 243 474 721 893 902 262 59 26 13 13 19 17 21 17 9 9 9 11 10 6 3 7 8 7 4 
2 2 2 1 3 1 2 0 2 4 1 1 4 2 5 3 5 5 2 0 4 5 4 6 8 4 7 11 9 8 3 13 18 32 50 102 172 404 605 855 912 250 54 25 20 17 10 17 12 17 7 7 10 8 7 6 4 7 8 3 3 
3 2 2 0 4 2 4 3 0 3 3 4 0 4 3 0 3 3 4 3 2 4 2 5 5 3 8 7 8 6 10 11 14 23 41 70 148 349 618 886 946 372 88 38 25 19 12 12 16 9 12 8 5 8 4 7 5 4 4 2 2 
3 0 4 4 2 6 2 0 4 4 2 2 4 1 1 1 6 4 6 2 7 4 4 4 2 3 6 7 8 7 11 15 12 24 36 61 127 263 557 882 1101 446 124 47 29 17 11 14 15 16 14 9 3 9 9 8 7 6 9 6 11 
2 2 0 2 1 1 1 3 2 1 2 1 0 2 1 1 0 2 1 0 1 3 3 4 7 5 5 6 9 5 8 15 12 11 26 47 93 239 468 779 1049 495 142 53 25 21 25 21 8 10 12 14 15 6 9 8 6 6 3 3 5 
5 1 4 2 5 3 3 2 1 0 1 3 3 5 3 3 1 3 2 4 4 3 6 7 3 4 7 5 6 10 6 7 9 12 23 37 70 157 429 690 1071 581 196 61 25 24 20 16 17 9 12 13 12 3 9 7 13 7 7 12 11 
6 6 6 2 4 2 4 1 5 8 3 3 5 3 3 9 6 1 9 6 3 8 4 3 3 2 5 4 6 5 10 6 11 14 11 28 77 129 347 613 1126 643 233 76 39 31 19 13 17 14 15 13 8 5 6 4 12 8 4 9 11 
2 2 5 4 4 3 4 2 3 1 3 0 3 6 4 3 1 7 5 6 5 1 4 2 9 6 3 6 5 12 8 9 5 14 15 24 43 114 324 614 1067 720 316 108 45 31 19 18 15 16 17 13 13 13 9 16 3 9 6 7 9 
5 7 7 5 4 1 1 4 3 2 4 5 3 5 3 5 3 7 4 3 5 5 4 7 2 12 6 5 8 13 11 10 15 12 18 15 33 80 247 546 1084 829 356 134 71 35 36 18 19 17 18 7 13 11 13 12 10 9 6 6 6 
6 5 7 3 3 6 5 3 3 1 5 4 3 6 6 4 4 1 4 9 8 4 5 5 5 4 8 6 4 15 6 12 19 17 13 28 31 71 167 464 1004 866 457 154 80 39 29 25 25 16 17 21 8 14 16 10 5 11 16 8 6 
0 3 3 2 2 8 5 8 4 6 8 3 3 2 5 6 3 4 3 5 5 8 5 6 5 7 5 6 10 10 11 15 9 17 14 23 26 50 132 365 1066 977 481 215 108 43 24 23 24 16 16 21 9 11 13 9 14 9 10 4 9 
3 4 3 7 4 7 3 4 3 3 4 4 9 5 6 6 4 3 6 6 7 4 6 6 3 5 5 3 4 6 12 12 8 19 16 11 13 33 136 335 923 982 547 281 115 50 37 34 18 28 18 17 6 14 10 15 13 9 17 7 5 
3 3 3 8 4 3 3 7 6 2 3 4 7 3 8 5 7 3 3 6 4 9 4 4 7 8 7 8 8 8 17 11 12 12 21 19 31 35 91 247 833 979 556 363 143 101 58 38 19 24 15 15 16 11 10 10 12 10 10 10 13 
6 7 4 4 8 4 5 3 2 5 6 3 2 2 3 3 5 7 5 6 6 7 10 7 7 7 8 9 6 8 6 13 7 10 12 15 16 30 61 241 727 1047 703 398 152 83 41 34 25 27 11 21 13 16 13 17 4 15 5 8 11 
7 6 3 7 3 2 9 3 4 6 3 5 3 5 2 4 5 6 6 3 5 3 5 7 7 3 6 6 7 9 10 4 12 10 15 14 16 23 62 162 733 995 722 466 224 99 59 36 35 24 20 21 18 14 16 13 18 7 7 13 10 
5 6 5 2 3 7 6 6 5 7 4 6 3 0 1 4 3 5 3 6 5 7 5 5 4 5 6 7 7 8 14 10 11 11 11 15 17 20 45 145 580 985 739 490 260 144 67 44 37 30 20 24 17 14 8 9 14 10 10 13 7 
6 2 1 3 8 4 1 4 2 3 3 6 2 4 4 2 5 4 3 3 5 3 5 3 9 5 4 4 6 3 8 12 9 15 18 14 16 23 27 105 551 977 799 565 297 172 89 63 37 20 24 15 12 16 8 7 13 7 10 11 12 
7 1 6 1 2 2 3 4 3 3 5 2 3 5 4 4 7 1 7 4 3 4 6 6 3 6 6 4 4 4 6 11 16 9 8 17 10 25 26 79 432 925 777 643 374 166 102 55 44 25 32 22 25 15 24 17 14 12 14 10 12 
3 1 0 3 5 3 2 1 2 1 0 1 4 2 3 2 0 3 1 5 5 4 3 8 4 3 1 8 7 4 4 5 10 9 12 5 16 21 29 54 334 932 787 669 442 249 131 72 62 39 30 13 27 17 18 10 13 13 4 18 14 
0 3 1 2 1 2 3 2 4 3 2 3 3 3 1 4 0 3 3 1 1 3 2 2 6 3 5 6 4 6 4 6 9 14 11 22 19 26 21 54 289 863 830 699 530 302 165 90 60 50 33 20 20 22 8 11 8 10 6 8 10 
1 3 1 0 1 1 2 1 2 3 1 0 2 4 1 2 0 3 2 0 3 4 4 2 3 5 4 1 4 2 3 6 11 9 22 6 16 24 25 46 218 809 771 747 666 348 196 132 75 58 39 32 20 19 19 11 15 8 20 14 5 
2 0 0 3 1 2 3 3 1 3 2 5 0 1 3 0 3 2 3 0 1 1 5 4 5 10 3 4 5 4 3 7 4 5 9 18 12 13 26 35 199 800 720 804 721 473 226 140 86 71 39 37 21 29 21 13 13 12 13 10 7 
0 1 0 0 0 1 0 1 3 2 1 1 1 2 1 0 2 3 0 2 1 2 6 1 2 3 1 5 3 1 3 4 7 12 10 18 14 12 22 38 153 712 694 764 759 555 332 178 100 71 61 42 32 24 20 17 15 11 15 10 12 
0 1 0 1 0 0 1 0 2 0 0 1 1 1 0 0 0 0 2 1 0 1 2 3 2 3 1 3 2 6 1 2 6 1 6 7 16 23 22 28 113 701 707 747 826 665 404 199 120 105 67 53 39 26 28 20 22 13 15 8 15 
0 1 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 2 1 1 2 2 3 0 5 1 4 1 6 8 7 12 14 19 19 35 110 720 697 673 838 755 447 262 177 116 88 63 51 40 31 19 28 27 12 15 13 
0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 1 2 1 2 2 3 2 4 4 4 4 5 5 3 2 11 10 16 20 21 21 29 82 644 707 636 865 908 656 390 236 153 103 72 60 54 27 16 25 21 21 17 13 
0 0 1 1 0 1 0 0 1 2 2 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 3 5 4 5 1 1 3 4 8 15 19 18 26 28 95 570 775 599 833 953 772 488 302 183 132 112 73 54 39 42 32 30 28 22 17 
0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 1 1 1 0 1 2 1 1 1 4 4 3 3 4 10 13 11 12 20 24 30 81 560 831 498 766 980 963 693 400 235 152 121 113 85 69 43 36 35 20 22 13 
0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 1 1 1 0 0 1 1 0 3 1 1 2 4 3 6 8 4 9 4 5 8 18 24 27 29 68 482 952 544 683 1024 1106 880 615 400 261 175 119 106 78 63 55 45 44 29 28 
0 0 0 0 0 0 0 1 0 0 0 0 1 0 3 1 0 0 0 0 0 0 3 3 2 1 2 3 8 4 10 4 2 10 4 11 23 12 26 34 72 454 1104 614 543 889 1208 1217 906 550 382 249 218 159 117 97 58 63 42 47 33 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 0 1 1 3 4 4 0 3 3 11 7 5 10 20 20 22 30 47 56 358 1264 760 492 831 1297 1437 1240 899 602 419 310 237 215 168 111 109 76 57 60 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1 3 3 6 3 3 3 10 7 10 10 4 8 10 24 24 47 49 76 313 1602 1274 559 685 1217 1686 1778 1634 1092 827 591 462 344 280 219 192 159 124 84 
0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0 3 3 7 7 12 16 13 17 25 15 20 40 52 72 89 268 1742 2545 1280 785 948 1680 2348 2606 2612 2075 1712 1238 974 809 634 500 391 381 328 
