Histo2d 
sCurve-0
Vcal
Occupancy
Number of pixels
61 -2.5 302.5
49 0.5 49.5
0 337154
675 651 609 674 630 664 692 652 680 690 716 727 684 715 720 776 738 778 846 872 924 979 1034 1152 1269 1235 1526 1636 2065 2572 3118 3489 3317 2607 1874 1307 1452 2425 3299 1385 701 684 635 668 698 624 602 629 633 629 623 652 664 625 657 662 628 666 658 624 622 
175 148 140 159 141 156 147 148 180 167 163 162 172 180 208 161 186 178 224 231 239 272 319 347 384 453 448 546 659 844 1227 1657 1946 1962 1594 981 606 873 1814 1112 300 192 178 196 164 168 175 175 175 167 176 164 187 158 157 159 146 161 140 183 161 
76 73 69 70 64 63 64 62 60 63 65 73 69 79 87 86 88 91 89 102 96 107 141 170 159 229 252 288 345 461 590 830 1236 1554 1499 1096 594 536 1210 1051 201 107 89 81 74 69 86 74 90 78 71 73 70 76 77 69 62 72 72 76 78 
30 26 36 35 27 35 30 44 33 35 33 29 29 47 51 37 37 44 50 52 61 70 88 81 104 152 177 193 224 254 340 536 761 1165 1312 1208 755 463 829 1056 210 69 53 51 39 47 53 38 41 60 35 41 45 53 46 41 38 38 44 36 43 
20 19 17 21 24 16 17 24 24 27 30 22 24 11 22 20 27 23 29 41 33 28 31 58 72 87 102 124 152 181 229 297 512 780 1185 1172 840 522 654 929 228 47 37 42 30 39 36 27 27 21 35 28 30 26 26 34 41 33 25 27 22 
15 16 5 13 14 11 11 7 13 14 10 17 9 23 15 24 18 21 22 21 29 21 32 31 37 53 67 104 129 129 187 234 370 565 923 1079 922 518 538 903 217 51 43 22 27 26 18 24 19 17 23 22 20 23 23 19 22 19 17 20 25 
6 5 10 9 10 9 9 11 10 19 9 7 15 10 10 14 9 12 17 15 10 16 16 21 21 35 47 67 76 112 146 179 265 454 635 929 951 679 503 868 267 51 25 30 27 32 17 20 16 14 11 18 12 14 16 11 22 13 13 12 11 
8 6 8 6 2 7 9 11 7 9 8 9 12 11 9 9 11 7 8 11 9 10 13 15 20 27 38 42 54 81 91 131 194 292 545 852 936 777 526 796 286 47 20 16 24 22 14 20 17 21 17 14 16 4 16 11 9 18 11 10 10 
3 1 3 5 1 4 3 6 10 5 0 5 11 7 6 10 7 7 6 8 10 7 16 11 15 12 19 26 34 53 73 111 155 222 414 692 854 757 528 829 310 49 34 28 27 24 16 24 18 12 11 12 12 11 9 10 10 6 16 10 9 
7 6 5 6 8 3 8 5 5 3 5 3 5 5 6 7 11 11 11 11 10 10 8 14 13 9 15 23 31 39 69 83 122 183 309 557 797 846 663 756 354 50 24 20 10 23 19 10 11 13 13 11 9 13 9 6 8 6 9 8 3 
